"Station.ID","Test.Number","Project.Code","Sample.ID","First.Trigger.Date","Collection_Date","Sample.Type.New","Collection.Method","Depth","Depth.Unit","Matrix","Test.Name","Storet.Code","Method","Measure.Date","Value","Sigfig.Value","Uncertainty","MDL","PQL","RDL","Units","Remark.Code","Flag","Receive.Date","LIMS.Number","Collection.Agency","Source","Owner","Validation.Level","Validator","Sampling.Purpose","Data.Investigation","T.Depth","Upper.Depth","Lower.Depth","DCS.METERS.","Filtration.Date","Sample.Type","QC.Type","Discharge","Up.Down.Stream","Weather.Code","Program.Type","NDEC","Sample.Comments","Result.Comments"
"CES08",12,"CESWQ","P51507-7",NA,2011-05-18 11:22:00,"SAMP","G",0.5,"m","SA","TURBIDITY",82079,"SM2130B","20-MAY-2011 07:34",3.7,3.7,"",0.1,0.4,0.1,"NTU","",NA,"19-MAY-2011 10:21","27276007","WMD","WMD","WMD",2,"WMD","BA","NO",NA,NA,NA,NA,"",3,NA,0,0,3,"MON",1,"",""
"CES08",16,"CESWQ","P51506-7",NA,2011-04-21 08:58:00,"SAMP","G",0.5,"m","SA","TOTAL SUSPENDED SOLIDS",530,"SM 2540 D","25-APR-2011 09:43",4,4,"",3,12,3,"mg/L","I",NA,"22-APR-2011 11:36","27274007","WMD","WMD","WMD",2,"WMD","BA","NO",NA,NA,NA,NA,"",3,NA,0,0,1,"MON",1,"SECCHI ON BOTTOM, ebb tide",""
"CES08",179,"CESWQ","P82646-2",NA,2016-03-08 10:49:00,"SAMP","G",0.5,"m","SA","CHLOROPHYLL-A(LC)",98011,"EPA 447.0","28-MAR-2016 15:09",5.45,5.45,"+/- 0.584",0.036,0.142,0.036,"ug/L","",NA,"09-MAR-2016 11:27","55164002","WMD","WMD","WMD",2,"WMD","BA","NO",NA,NA,NA,NA,"",3,NA,0,0,3,"MON",NA,"Light chop, slight incoming tide, E wind at 5-10 and gusting. K value: 1.85",""
"CES08",12,"CESWQ","P76129-2",NA,2015-10-13 09:51:00,"SAMP","G",0.5,"m","SA","TURBIDITY",82079,"SM2130B","15-OCT-2015 08:17",2.2,2.2,"+/- 0.2",0.1,0.4,0.1,"NTU","",NA,"14-OCT-2015 10:07","49487002","WMD","WMD","WMD",2,"WMD","BA","NO",NA,NA,NA,NA,"",3,NA,0,0,4,"MON",1,"outgoing tide near high smooth seas high 70s k value .64",""
"CES08",61,"CESWQ","P46636-7",NA,2009-12-22 11:55:00,"SAMP","G",0.5,"m","SA","CHLOROPHYLL-A",49128,"SM10200H","12-JAN-2010 13:49",1,1,"",1,4,1,"mg/m^3","I",NA,"23-DEC-2009 12:52","20850007","FWEC","WMD","WMD",2,"WMD","BA","NO",NA,NA,NA,NA,"",3,NA,1,0,3,"MON",1,"Moderate flow at station.  Very low chop.  Wind 0-5 mph.  Sample colorless, non visible solids.  PAR:  Partly cloudy, 50% sun, 50% cloud cover.",""
"CES08",11,"CESWQ","P82645-3",NA,2016-01-13 10:41:00,"SAMP","G",0.5,"m","SA","SECCHI DISK DEPTH",78,"SFWMD-FSQM","13-JAN-2016 10:41",0.9,0.9,"",NA,NA,NA,"meters","",NA,"14-JAN-2016 10:37","55165003","WMD","FLD","WMD",2,"WMD","BA","NO",NA,NA,NA,NA,"",3,NA,0,0,4,"MON",2,"Wind ENE 10-12, lt chop in sheltered water, very low ebb tide [FKPAR] cancelled.",""
"CES08",99,"CESWQ","P62969-7",NA,2013-03-12 11:01:00,"SAMP","G",0.5,"m","SA","DEPTH, TOTAL",NA,"","",1.3,1.3,"+/- 0.2",NA,NA,NA,"SDU","",NA,"","40058007","WMD","WMD","WMD",2,"WMD","BA","NO",NA,NA,NA,NA,"",3,NA,0,0,4,"MON",2,"SECCHI ON BOTTOM.  outgoing tide se winds 10 light chop mid 70s very overcast",""
"CES08",12,"CESWQ","P46970-7",NA,2010-02-23 11:17:00,"SAMP","G",0.5,"m","SA","TURBIDITY",82079,"SM2130B","25-FEB-2010 08:03",2.5,2.5,"",0.1,0.4,0.1,"NTU","",NA,"24-FEB-2010 10:51","21363007","FWEC","WMD","WMD",2,"WMD","BA","NO",NA,NA,NA,NA,"",3,NA,1,0,2,"MON",1,"Low to moderate flow at station.  No chop.  No wind.  Sample colorless, non visible solids.  PAR:  Partly cloudy, 75% sun, 25% cloud cover. SECCHI ON BOTTOM.",""
"CES08",179,"CESWQ","P90158-2",NA,2017-09-20 10:38:00,"SAMP","G",0.5,"m","SA","CHLOROPHYLL-A(LC)",98011,"EPA 447.0","11-OCT-2017 12:00",14.8,14.8,"+/- 0.992",0.018,0.071,0.018,"ug/L","",NA,"21-SEP-2017 10:33","61747002","WMD","WMD","WMD",2,"WMD","BA","NO",NA,NA,NA,NA,"21-SEP-2017 14:37",3,NA,0,0,0,"MON",NA,"Slight flood. Calm.",""
"CES08",13,"CESWQ","P52368-7",NA,2011-08-03 13:04:00,"SAMP","G",0.5,"m","SA","COLOR",80,"SM2120C","04-AUG-2011 15:51",20,20,"",1,4,1,"PCU","",NA,"04-AUG-2011 10:35","28492016","WMD","WMD","WMD",2,"WMD","BA","NO",NA,NA,NA,NA,"",3,NA,0,0,3,"MON",0,"P cldy, wind WSW 5-10, lt chop, flood tide, visible suspended material in water column, not visible in sample",""
"CES08",99,"CESWQ","P53633-7",NA,2011-10-18 14:05:00,"SAMP","G",0.5,"m","SA","DEPTH, TOTAL",NA,"","",5.3,5.3,"",NA,NA,NA,"SDU","",NA,"","30085007","WMD","WMD","WMD",2,"WMD","BA","NO",NA,NA,NA,NA,"",3,NA,0,0,6,"MON",2,"",""
"CES08",179,"CESWQ","P68684-3",NA,2014-03-05 10:24:00,"SAMP","G",0.5,"m","SA","CHLOROPHYLL-A(LC)",98011,"EPA 447.0","21-MAR-2014 10:17",1.52,1.52,"+/- 0.108",0.053,0.213,0.053,"ug/L","",NA,"06-MAR-2014 12:23","44334003","WMD","WMD","WMD",2,"WMD","BA","NO",NA,NA,NA,NA,"",3,NA,0,0,1,"MON",NA,"Rrippled surface. Outgoing tide and clear skies.  SECCHI ON BOTTOM",""
"CES08",13,"CESWQ","P76125-2",NA,2015-01-21 10:33:00,"SAMP","G",0.5,"m","SA","COLOR",80,"SM2120C","22-JAN-2015 14:24",23,23,"+/- 4",1,4,1,"PCU","",NA,"22-JAN-2015 12:38","49483002","WMD","WMD","WMD",2,"WMD","BA","NO",NA,NA,NA,NA,"",3,NA,0,0,1,"MON",0,"incoming tide smooth seas light ne winds",""
"CES08",98,"CESWQ","P67313-2",NA,2014-01-07 10:10:00,"SAMP","G",0.5,"m","SA","SALINITY",480,"","07-JAN-2014 10:13",20.6,20.6,"",NA,NA,NA,"PSU","",NA,"08-JAN-2014 12:53","43504002","WMD","FLD","WMD",2,"WMD","BA","NO",NA,NA,NA,NA,"",3,NA,0,0,1,"MON",1,"outgoing tide. wind 10-15 NNE. SECCHI ON BOTTOM",""
"CES08",11,"CESWQ","P103054-3",NA,2019-02-19 14:20:00,"SAMP","G",0.5,"m","SA","SECCHI DISK DEPTH",78,"SFWMD-FSQM","19-FEB-2019 14:20",1.5,1.5,"",NA,NA,NA,"meters","",NA,"20-FEB-2019 12:23","69885003","WMD","FLD","WMD",2,"WMD","BA","NO",NA,NA,NA,NA,"",3,NA,0,0,0,"MON",2,"Light chop, incoming tide, partly cloudy, breeze 3-8 mph, temperatures in mid 80s F. No PAR data collected- new PAR data logger on order, former PAR data logger not operational. Heavy boat traffic in vicitnity of site.",""
"CES08",12,"CESWQ","P88416-3",NA,2017-07-12 10:44:00,"SAMP","G",0.5,"m","SA","TURBIDITY",82079,"SM2130B","14-JUL-2017 08:45",4.2,4.2,"+/- 0.1",0.1,0.4,0.1,"NTU","",NA,"13-JUL-2017 10:42","60100003","WMD","WMD","WMD",2,"WMD","BA","NO",NA,NA,NA,NA,"",3,NA,0,0,0,"MON",1,"Outgoing tide, rippled surface, NE breeze. K value:0.84 R-square:1.00",""
"CES08",179,"CESWQ","P107671-3",NA,2019-09-24 12:07:00,"SAMP","G",0.5,"m","SA","CHLOROPHYLL-A(LC)",98011,"EPA 447.0","27-SEP-2019 04:28",2.64,2.64,"+/- 0.178",0.018,0.071,0.018,"ug/L","",NA,"25-SEP-2019 10:22","71920003","WMD","WMD","WMD",2,"WMD","BA","NO",NA,NA,NA,NA,"25-SEP-2019 13:37",3,NA,0,0,0,"MON",NA,"Flood. calm",""
"CES08",11,"CESWQ","P46636-7",NA,2009-12-22 11:55:00,"SAMP","G",0.5,"m","SA","SECCHI DISK DEPTH",NA,"","",1.6,1.6,"",NA,NA,NA,"meters","",NA,"","20850007","FWEC","WMD","WMD",2,"WMD","BA","NO",NA,NA,NA,NA,"",3,NA,1,0,3,"MON",2,"Moderate flow at station.  Very low chop.  Wind 0-5 mph.  Sample colorless, non visible solids.  PAR:  Partly cloudy, 50% sun, 50% cloud cover.",""
"CES08",98,"CESWQ","P49720-10",NA,2010-10-27 10:35:00,"SAMP","G",0.5,"m","SA","SALINITY",480,"","27-OCT-2010 10:36",27,27,"",NA,NA,NA,"PSU","",NA,"28-OCT-2010 09:57","24896010","FWEC","WMD","WMD",2,"WMD","BA","NO",NA,NA,NA,NA,"",3,NA,1,0,1,"MON",1,"High flow at station.  Very low chop.  Wind 0-5 mph.  Sample colorless, non visible solids.  PAR:  Clear sky, 100% sun.",""
"CES08",12,"ROOK","P42350-2",NA,2008-11-25 08:22:00,"SAMP","G",0.5,"","SA","TURBIDITY",82079,"SM2130B","26-NOV-2008 07:46",1.6,1.6,"",0.1,0.4,0.1,"NTU","",NA,"25-NOV-2008 15:45","15397002","FWEC","WMD","WMD",2,"WMD","BA","NO",2.5,NA,NA,NA,"",3,NA,1,0,2,"MON",1,"Calm waters and light wind.  Moderate outgoing flow.  Sample light yellow with very low solids.  PAR: 5% clouds.",""
"CES08",11,"CESWQ","P82646-2",NA,2016-03-08 10:49:00,"SAMP","G",0.5,"m","SA","SECCHI DISK DEPTH",78,"SFWMD-FSQM","08-MAR-2016 10:49",1,1,"",NA,NA,NA,"meters","",NA,"09-MAR-2016 11:27","55164002","WMD","FLD","WMD",2,"WMD","BA","NO",NA,NA,NA,NA,"",3,NA,0,0,3,"MON",2,"Light chop, slight incoming tide, E wind at 5-10 and gusting. K value: 1.85",""
"CES08",11,"CESWQ","P55420-7",NA,2012-10-23 09:44:00,"SAMP","G",0.5,"m","SA","SECCHI DISK DEPTH",NA,"","",0.7,0.7,"+/- 0.089",NA,NA,NA,"meters","",NA,"","32388007","WMD","WMD","WMD",2,"WMD","BA","NO",NA,NA,NA,NA,"",3,NA,0,0,1,"MON",2,"Clear, light chop, NE wind 10-15, falling high tide",""
"CES08",11,"ROOK","P43586-2",NA,2009-04-29 08:21:00,"SAMP","G",0.5,"","SA","SECCHI DISK DEPTH",NA,"","",1.6,1.6,"",NA,NA,NA,"meters","",NA,"","16910002","FWEC","WMD","WMD",2,"WMD","BA","NO",2.2,NA,NA,NA,"",3,NA,1,0,1,"MON",2,"Moderate to low flow at station.  Wind 5-10 mph.  Very low chop.  Sample colorless, non visible solids.  PAR:  Clear sky, 100% sun.",""
"CES08",13,"CESWQ","P77518-2",NA,2015-08-11 09:57:00,"SAMP","G",0.5,"m","SA","COLOR",80,"SM2120C","12-AUG-2015 14:55",9,9,"+/- 2",1,4,1,"PCU","",NA,"12-AUG-2015 10:15","50764002","WMD","WMD","WMD",2,"WMD","BA","NO",NA,NA,NA,NA,"",3,NA,0,0,2,"MON",0,"Incoming tide, slight W breeze, rippled surface. K-value:0.85",""
"CES08",179,"CESWQ","P96005-2",NA,2018-11-14 10:45:00,"SAMP","G",0.5,"m","SA","CHLOROPHYLL-A(LC)",98011,"EPA 447.0","21-NOV-2018 00:22",1.838,1.838,"+/- 0.125",0.018,0.071,0.018,"ug/L","",NA,"15-NOV-2018 10:48","66962002","WMD","WMD","WMD",2,"WMD","BA","CA",NA,NA,NA,NA,"15-NOV-2018 12:48",3,NA,0,0,0,"MON",NA,"swift outgoing tide NE wind 5 MPH, rippled surface. heavy boat traffic [FKPAR] cancelled.",""
"CES08",12,"CESWQ","P76126-2",NA,2015-02-10 11:02:00,"SAMP","G",0.5,"m","SA","TURBIDITY",82079,"SM2130B","12-FEB-2015 07:20",1.9,1.9,"+/- 0.2",0.1,0.4,0.1,"NTU","",NA,"11-FEB-2015 10:52","49484002","WMD","WMD","WMD",2,"WMD","BA","NO",NA,NA,NA,NA,"",3,NA,0,0,2,"MON",1,"Rippled surface. NW wind at 15-20. Mostly clear. Strong outgoing tide.",""
"CES08",98,"CESWQ","P91018-2",NA,2017-12-20 11:50:00,"SAMP","G",0.5,"m","SA","SALINITY",480,"SFWMD-FSQM","20-DEC-2017 11:58",10.6,10.6,"",NA,NA,NA,"PSU","",NA,"21-DEC-2017 09:55","62436002","WMD","FLD","WMD",2,"WMD","BA","NO",NA,NA,NA,NA,"",3,NA,0,0,0,"MON",1,"light chop, mid 80s. outgoing tide, S wind 10-15, overcast",""
"CES08",11,"CESWQ","P71120-2",NA,2014-05-07 09:43:00,"SAMP","G",0.5,"m","SA","SECCHI DISK DEPTH",NA,"","",1.5,1.5,"+/- 0.075",NA,NA,NA,"meters","",NA,"","46096002","WMD","WMD","WMD",2,"WMD","BA","NO",NA,NA,NA,NA,"",3,NA,0,0,1,"MON",2,"Clear sky. ESE wind at 5-10. Rippled surface. Flood tide.",""
"CES08",13,"CESWQ","P78529-3",NA,2015-09-15 10:16:00,"SAMP","G",0.5,"m","SA","COLOR",80,"SM2120C","16-SEP-2015 14:53",116,116,"+/- 21",1,4,1,"PCU","",NA,"16-SEP-2015 11:10","51723003","WMD","WMD","WMD",2,"WMD","BA","NO",NA,NA,NA,NA,"",3,NA,0,0,4,"MON",0,"incoming tide nw winds 15 light chop",""
"CES08",13,"CESWQ","P48236-7",NA,2010-06-29 10:28:00,"SAMP","G",0.5,"m","SA","COLOR",80,"SM2120C","30-JUN-2010 13:44",38,38,"",1,4,1,"PCU","",NA,"30-JUN-2010 10:53","23018007","FWEC","WMD","WMD",2,"WMD","BA","NO",NA,NA,NA,NA,"",3,NA,1,0,2,"MON",0,"Low to moderate flow at station.  Very low chop.  Wind 5-10 mph.  Sample light yellow, low solids.  PAR:  Partly cloudy, 75% sun, 25% cloud cover.",""
"CES08",13,"CESWQ","P62983-6",NA,2013-04-02 11:04:00,"SAMP","G",0.5,"m","SA","COLOR",80,"SM2120C","03-APR-2013 13:35",4,4,"+/- 1",1,4,1,"PCU","",NA,"03-APR-2013 09:41","40063006","WMD","WMD","WMD",2,"WMD","BA","NO",NA,NA,NA,NA,"",3,NA,0,0,1,"MON",0,"SECCHI ON BOTTOM light chop e winds high tide",""
"CES08",16,"CESWQ","P52368-7",NA,2011-08-03 13:04:00,"SAMP","G",0.5,"m","SA","TOTAL SUSPENDED SOLIDS",530,"SM 2540 D","05-AUG-2011 09:38",-3,-3,"",3,12,3,"mg/L","U",NA,"04-AUG-2011 10:35","28492016","WMD","WMD","WMD",2,"WMD","BA","NO",NA,NA,NA,NA,"",3,NA,0,0,3,"MON",1,"P cldy, wind WSW 5-10, lt chop, flood tide, visible suspended material in water column, not visible in sample",""
"CES08",98,"CESWQ","P107671-3",NA,2019-09-24 12:07:00,"SAMP","G",0.5,"m","SA","SALINITY",480,"SFWMD-FSQM","24-SEP-2019 12:10",29.5,29.5,"",NA,NA,NA,"PSU","",NA,"25-SEP-2019 10:22","71920003","WMD","FLD","WMD",2,"WMD","BA","NO",NA,NA,NA,NA,"",3,NA,0,0,0,"MON",1,"Flood. calm",""
"CES08",179,"CESWQ","P55411-7",NA,2012-01-10 09:32:00,"SAMP","G",0.5,"m","SA","CHLOROPHYLL-A(LC)",98011,"EPA 447.0","24-JAN-2012 15:01",1.14,1.14,"",0.053,0.213,0.053,"ug/L","",NA,"11-JAN-2012 09:32","32378007","WMD","WMD","WMD",2,"WMD","BA","NO",NA,NA,NA,NA,"",3,NA,0,0,1,"MON",NA,"out going tide light e winds",""
"CES08",99,"CESWQ","P47259-10",NA,2010-04-27 11:05:00,"SAMP","G",0.5,"m","SA","DEPTH, TOTAL",NA,"","",3.2,3.2,"",NA,NA,NA,"SDU","",NA,"","21761010","FWEC","WMD","WMD",2,"WMD","BA","NO",NA,NA,NA,NA,"",0,NA,1,0,1,"MON",2,"Comments too long.  See field notes.",""
"CES08",16,"CESWQ","P87096-3",NA,2017-01-11 10:34:00,"SAMP","G",0.5,"m","SA","TOTAL SUSPENDED SOLIDS",530,"SM2540D","13-JAN-2017 10:34",8,8,"+/- 3",3,12,3,"mg/L","I",NA,"12-JAN-2017 14:24","58934003","WMD","WMD","WMD",2,"WMD","BA","NO",NA,NA,NA,NA,"",3,NA,0,0,2,"MON",1,"Calm. Increasing cloud.",""
"CES08",11,"ROOK","P42253-2",NA,2008-10-29 09:29:00,"SAMP","G",0.5,"","SA","SECCHI DISK DEPTH",NA,"","",1.8,1.8,"",NA,NA,NA,"meters","",NA,"","15289002","FWEC","WMD","WMD",2,"WMD","BA","NO",3.4,NA,NA,NA,"",3,NA,1,0,1,"MON",2,"Moderate flow at station.  Low chop.  Wind 5-10 mph.  Sample medium yellow, low solids.  PAR:  Clear sky, sunny, 100% sun.  M. Tompkins (SFWMD) onsite.",""
"CES08",99,"CESWQ","P76125-2",NA,2015-01-21 10:33:00,"SAMP","G",0.5,"m","SA","DEPTH, TOTAL",82903,"SFWMD-FSQM","21-JAN-2015 10:33",1.9,1.9,"",NA,NA,NA,"SDU","",NA,"22-JAN-2015 12:38","49483002","WMD","FLD","WMD",2,"WMD","BA","NO",NA,NA,NA,NA,"",3,NA,0,0,1,"MON",2,"incoming tide smooth seas light ne winds",""
"CES08",12,"ROOK","P43586-2",NA,2009-04-29 08:21:00,"SAMP","G",0.5,"","SA","TURBIDITY",82079,"SM2130B","30-APR-2009 10:27",0.6,0.6,"",0.1,0.4,0.1,"NTU","",NA,"29-APR-2009 15:21","16910002","FWEC","WMD","WMD",2,"WMD","BA","NO",2.2,NA,NA,NA,"",3,NA,1,0,1,"MON",1,"Moderate to low flow at station.  Wind 5-10 mph.  Very low chop.  Sample colorless, non visible solids.  PAR:  Clear sky, 100% sun.",""
"CES08",16,"CESWQ","P68854-2",NA,2014-02-11 09:44:00,"SAMP","G",0.5,"m","SA","TOTAL SUSPENDED SOLIDS",530,"SM 2540 D","14-FEB-2014 09:31",-3,-3,"+/- 3",3,12,3,"mg/L","U",NA,"12-FEB-2014 15:29","44473002","WMD","WMD","WMD",2,"WMD","BA","NO",NA,NA,NA,NA,"",3,NA,0,0,1,"MON",1,"",""
"CES08",12,"CESWQ","P67307-2",NA,2013-10-08 09:45:00,"SAMP","G",0.5,"m","SA","TURBIDITY",82079,"SM2130B","10-OCT-2013 07:47",3.6,3.6,"+/- 0.3",0.1,0.4,0.1,"NTU","",NA,"09-OCT-2013 09:59","43500002","WMD","WMD","WMD",2,"WMD","BA","NO",NA,NA,NA,NA,"",3,NA,0,0,1,"MON",1,"outgoing tide strong current light riplets on surface of water light sw winds water is very brown in color",""
"CES08",12,"ROOK","P43943-2",NA,2009-05-28 07:58:00,"SAMP","G",0.5,"","SA","TURBIDITY",82079,"SM2130B","29-MAY-2009 08:38",4.2,4.2,"",0.1,0.4,0.1,"NTU","",NA,"28-MAY-2009 14:12","17336002","FWEC","WMD","WMD",2,"WMD","BA","NO",3.7,NA,NA,NA,"",3,NA,1,0,1,"MON",1,"Low to moderate flow at station.  Very low chop.  Wind 5-10 mph.  Sample colorless, non visible solids.  PAR:  Clear sky, 100% sun.",""
"CES08",11,"CESWQ","P55412-7",NA,2012-02-14 09:02:00,"SAMP","G",0.5,"m","SA","SECCHI DISK DEPTH",NA,"","",1.3,1.3,"",NA,NA,NA,"meters","",NA,"","32379007","WMD","WMD","WMD",2,"WMD","BA","NO",NA,NA,NA,NA,"",3,NA,0,0,1,"MON",2,"outgoing tide near high light ne winds calm seas mid 60s clear skies",""
"CES08",16,"CESWQ","P107671-3",NA,2019-09-24 12:07:00,"SAMP","G",0.5,"m","SA","TOTAL SUSPENDED SOLIDS",530,"SM2540D","26-SEP-2019 08:02",7,7,"+/- 3",3,12,3,"mg/L","I",NA,"25-SEP-2019 10:22","71920003","WMD","WMD","WMD",2,"WMD","BA","NO",NA,NA,NA,NA,"",3,NA,0,0,0,"MON",1,"Flood. calm",""
"CES08",98,"CESWQ","P48237-7",NA,2010-08-31 10:35:00,"SAMP","G",0.5,"m","SA","SALINITY",480,"","31-AUG-2010 10:36",7.66,7.7,"",NA,NA,NA,"PSU","",NA,"01-SEP-2010 10:39","23019007","FWEC","WMD","WMD",2,"WMD","BA","NO",NA,NA,NA,NA,"",3,NA,1,0,2,"MON",1,"Moderate to high flow at station.  Low chop.  Wind 5-10 mph.  Sample very light yellow, very low solids.  PAR:  Partly cloudy, 75% sun, 25% cloud cover.",""
"CES08",12,"CESWQ","P96005-2",NA,2018-11-14 10:45:00,"SAMP","G",0.5,"m","SA","TURBIDITY",82079,"SM2130B","15-NOV-2018 15:29",0.8,0.8,"+/- 0.1",0.1,0.4,0.1,"NTU","",NA,"15-NOV-2018 10:48","66962002","WMD","WMD","WMD",2,"WMD","BA","NO",NA,NA,NA,NA,"",3,NA,0,0,0,"MON",1,"swift outgoing tide NE wind 5 MPH, rippled surface. heavy boat traffic [FKPAR] cancelled.",""
"CES08",13,"CESWQ","P107672-3",NA,2019-11-20 12:27:00,"SAMP","G",0.5,"m","SA","COLOR",80,"SM2120C","22-NOV-2019 06:53",23,23,"+/- 4",1,4,1,"PCU","",NA,"21-NOV-2019 09:21","71921003","WMD","WMD","WMD",2,"WMD","BA","NO",NA,NA,NA,NA,"",3,NA,0,0,0,"MON",0,"Light surface chop, moderate boat activity, outgoing tide. Clear, wind 1-3 mph, temperature in mid-70s F.",""
"CES08",11,"CESWQ","P87096-3",NA,2017-01-11 10:34:00,"SAMP","G",0.5,"m","SA","SECCHI DISK DEPTH",78,"SFWMD-FSQM","11-JAN-2017 10:34",1.8,1.8,"",NA,NA,NA,"meters","",NA,"12-JAN-2017 14:24","58934003","WMD","FLD","WMD",2,"WMD","BA","NO",NA,NA,NA,NA,"",3,NA,0,0,2,"MON",2,"Calm. Increasing cloud.",""
"CES08",16,"CESWQ","P48236-7",NA,2010-06-29 10:28:00,"SAMP","G",0.5,"m","SA","TOTAL SUSPENDED SOLIDS",530,"SM 2540 D","30-JUN-2010 12:53",-3,-3,"",3,12,3,"mg/L","U",NA,"30-JUN-2010 10:53","23018007","FWEC","WMD","WMD",2,"WMD","BA","NO",NA,NA,NA,NA,"",3,NA,1,0,2,"MON",1,"Low to moderate flow at station.  Very low chop.  Wind 5-10 mph.  Sample light yellow, low solids.  PAR:  Partly cloudy, 75% sun, 25% cloud cover.",""
"CES08",11,"CESWQ","P107670-3",NA,2019-08-21 13:01:00,"SAMP","G",0.5,"m","SA","SECCHI DISK DEPTH",78,"SFWMD-FSQM","21-AUG-2019 13:01",0.9,0.9,"",NA,NA,NA,"meters","",NA,"22-AUG-2019 09:36","71919003","WMD","FLD","WMD",2,"WMD","BA","CA",NA,NA,NA,NA,"",3,NA,0,0,0,"MON",2,"Calm, low tide. Partly cloudy, wind 1-3 mph, temperature in low 90s F. P107719 is associated with this trip.",""
"CES08",12,"CESWQ","P107672-3",NA,2019-11-20 12:27:00,"SAMP","G",0.5,"m","SA","TURBIDITY",82079,"SM2130B","21-NOV-2019 15:05",1.4,1.4,"+/- 0.1",0.1,0.4,0.1,"NTU","",NA,"21-NOV-2019 09:21","71921003","WMD","WMD","WMD",2,"WMD","BA","NO",NA,NA,NA,NA,"",3,NA,0,0,0,"MON",1,"Light surface chop, moderate boat activity, outgoing tide. Clear, wind 1-3 mph, temperature in mid-70s F.",""
"CES08",13,"CESWQ","P59344-7",NA,2013-02-25 12:37:00,"SAMP","G",0.5,"m","SA","COLOR",80,"SM2120C","26-FEB-2013 14:23",8,8,"+/- 1",1,4,1,"PCU","",NA,"26-FEB-2013 11:46","37514007","WMD","WMD","WMD",2,"WMD","BA","NO",NA,NA,NA,NA,"",3,NA,0,0,2,"MON",0,"Hazy, SSE wind 5-10, very light chop, rising tide,  SECCHI ON BOTTOM.",""
"CES08",179,"CESWQ","P78529-3",NA,2015-09-15 10:16:00,"SAMP","G",0.5,"m","SA","CHLOROPHYLL-A(LC)",98011,"EPA 447.0","30-SEP-2015 11:28",1.56,1.56,"+/- 0.171",0.036,0.142,0.036,"ug/L","",NA,"16-SEP-2015 11:10","51723003","WMD","WMD","WMD",2,"WMD","BA","NO",NA,NA,NA,NA,"",3,NA,0,0,4,"MON",NA,"incoming tide nw winds 15 light chop",""
"CES08",179,"CESWQ","P91941-2",NA,2018-03-27 11:49:00,"SAMP","G",0.5,"m","SA","CHLOROPHYLL-A(LC)",98011,"EPA 447.0","02-APR-2018 23:24",2.22,2.22,"+/- 0.150",0.018,0.071,0.018,"ug/L","",NA,"28-MAR-2018 10:10","63354002","WMD","WMD","WMD",2,"WMD","BA","NO",NA,NA,NA,NA,"28-MAR-2018 11:52",3,NA,0,0,0,"MON",NA,"calm, sheltered",""
"CES08",12,"CESWQ","P55411-7",NA,2012-01-10 09:32:00,"SAMP","G",0.5,"m","SA","TURBIDITY",82079,"SM2130B","11-JAN-2012 10:35",2.5,2.5,"",0.1,0.4,0.1,"NTU","",NA,"11-JAN-2012 09:32","32378007","WMD","WMD","WMD",2,"WMD","BA","NO",NA,NA,NA,NA,"",3,NA,0,0,1,"MON",1,"out going tide light e winds",""
"CES08",98,"CESWQ","P87096-3",NA,2017-01-11 10:34:00,"SAMP","G",0.5,"m","SA","SALINITY",480,"SFWMD-FSQM","11-JAN-2017 10:39",22.5,22.5,"",NA,NA,NA,"PSU","",NA,"12-JAN-2017 14:24","58934003","WMD","FLD","WMD",2,"WMD","BA","NO",NA,NA,NA,NA,"",3,NA,0,0,2,"MON",1,"Calm. Increasing cloud.",""
"CES08",99,"CESWQ","P94834-2",NA,2018-09-11 13:39:00,"SAMP","G",0.5,"m","SA","DEPTH, TOTAL",82903,"SFWMD-FSQM","11-SEP-2018 13:39",3.3,3.3,"",NA,NA,NA,"SDU","",NA,"12-SEP-2018 10:59","65867002","WMD","FLD","WMD",2,"WMD","BA","NO",NA,NA,NA,NA,"",3,NA,0,0,0,"MON",2,"Partly cloudy, no breeze, calm, incoming tide.",""
"CES08",13,"CESWQ","P91019-3",NA,2018-01-23 13:14:00,"SAMP","G",0.5,"m","SA","COLOR",80,"SM2120C","24-JAN-2018 15:40",28,28,"+/- 5",1,4,1,"PCU","",NA,"24-JAN-2018 10:31","62437003","WMD","WMD","WMD",2,"WMD","BA","NO",NA,NA,NA,NA,"",3,NA,0,0,0,"MON",0,"Ebb. Calm. SOB.",""
"CES08",11,"CESWQ","P91940-2",NA,2018-02-06 13:23:00,"SAMP","G",0.5,"m","SA","SECCHI DISK DEPTH",78,"SFWMD-FSQM","06-FEB-2018 13:23",1.4,1.4,"",NA,NA,NA,"meters","S",NA,"07-FEB-2018 11:08","63353002","WMD","FLD","WMD",2,"WMD","BA","NO",NA,NA,NA,NA,"",3,NA,0,0,0,"MON",2,"Ebb. Calm. SOB [FKPAR] cancelled.",""
"CES08",179,"CESWQ","P76135-3",NA,2015-03-10 10:34:00,"SAMP","G",0.5,"m","SA","CHLOROPHYLL-A(LC)",98011,"EPA 447.0","30-MAR-2015 18:50",3.02,3.02,"+/- 0.307",0.036,0.142,0.036,"ug/L","",NA,"11-MAR-2015 12:46","49491003","WMD","WMD","WMD",2,"WMD","BA","NO",NA,NA,NA,NA,"",3,NA,0,0,1,"MON",NA,"calm, west wind 10mph, outgoing tide.",""
